date,zone1,zone2,zone3
2012-04-04 12:00:00,0.000000,0.000000,0.000000
2012-04-04 13:00:00,0.000000,0.000000,0.000000
2012-04-04 14:00:00,0.000000,0.000000,0.000000
2012-04-04 15:00:00,0.000000,0.000000,0.000000
2012-04-04 16:00:00,0.000000,0.000000,0.000000
2012-04-04 17:00:00,0.000000,0.000000,0.000000
2012-04-04 18:00:00,0.000000,0.000000,0.000000
2012-04-04 19:00:00,0.000000,0.000000,0.000000
2012-04-04 20:00:00,0.000000,0.000000,0.000000
2012-04-04 21:00:00,0.001346,0.002105,0.003500
2012-04-04 22:00:00,0.018397,0.022287,0.033700
2012-04-04 23:00:00,0.050641,0.055972,0.085125
2012-04-05 00:00:00,0.065833,0.084656,0.135700
2012-04-05 01:00:00,0.114808,0.120628,0.177075
2012-04-05 02:00:00,0.143910,0.154069,0.197500
2012-04-05 03:00:00,0.291667,0.218846,0.302725
2012-04-05 04:00:00,0.530577,0.431073,0.567800
2012-04-05 05:00:00,0.434744,0.703381,0.557400
2012-04-05 06:00:00,0.194487,0.563381,0.348825
2012-04-05 07:00:00,0.057179,0.309231,0.135725
2012-04-05 08:00:00,0.012564,0.053016,0.025600
2012-04-05 09:00:00,0.000064,0.000000,0.000050
2012-04-05 10:00:00,0.000000,0.000000,0.000000
2012-04-05 11:00:00,0.000000,0.000000,0.000000
2012-04-05 12:00:00,0.000000,0.000000,0.000000
2012-04-05 13:00:00,0.000000,0.000000,0.000000
2012-04-05 14:00:00,0.000000,0.000000,0.000000
2012-04-05 15:00:00,0.000000,0.000000,0.000000
2012-04-05 16:00:00,0.000000,0.000000,0.000000
2012-04-05 17:00:00,0.000000,0.000000,0.000000
2012-04-05 18:00:00,0.000000,0.000000,0.000000
2012-04-05 19:00:00,0.000000,0.000000,0.000000
2012-04-05 20:00:00,0.000000,0.000000,0.000000
2012-04-05 21:00:00,0.015897,0.006680,0.003975
2012-04-05 22:00:00,0.196154,0.081255,0.085075
2012-04-05 23:00:00,0.573718,0.232267,0.374000
2012-04-06 00:00:00,0.665962,0.521235,0.707750
2012-04-06 01:00:00,0.765705,0.621113,0.743650
2012-04-06 02:00:00,0.685769,0.541296,0.743225
2012-04-06 03:00:00,0.592051,0.789028,0.770850
2012-04-06 04:00:00,0.570256,0.743563,0.658900
2012-04-06 05:00:00,0.401154,0.587976,0.484325
2012-04-06 06:00:00,0.211410,0.430040,0.314200
2012-04-06 07:00:00,0.073846,0.228563,0.119950
2012-04-06 08:00:00,0.017372,0.025789,0.014775
2012-04-06 09:00:00,0.000064,0.000000,0.000025
2012-04-06 10:00:00,0.000000,0.000000,0.000000
2012-04-06 11:00:00,0.000000,0.000000,0.000000
2012-04-06 12:00:00,0.000000,0.000000,0.000000
2012-04-06 13:00:00,0.000000,0.000000,0.000000
2012-04-06 14:00:00,0.000000,0.000000,0.000000
2012-04-06 15:00:00,0.000000,0.000000,0.000000
2012-04-06 16:00:00,0.000000,0.000000,0.000000
2012-04-06 17:00:00,0.000000,0.000000,0.000000
2012-04-06 18:00:00,0.000000,0.000000,0.000000
2012-04-06 19:00:00,0.000000,0.000000,0.000000
2012-04-06 20:00:00,0.000000,0.000000,0.000000
2012-04-06 21:00:00,0.012500,0.005749,0.010925
2012-04-06 22:00:00,0.248333,0.059150,0.354925
2012-04-06 23:00:00,0.646667,0.279838,0.613550
2012-04-07 00:00:00,0.780256,0.516842,0.762250
2012-04-07 01:00:00,0.829423,0.681559,0.834775
2012-04-07 02:00:00,0.813590,0.782976,0.855000
2012-04-07 03:00:00,0.758077,0.828340,0.820225
2012-04-07 04:00:00,0.641538,0.828441,0.728150
2012-04-07 05:00:00,0.472500,0.761640,0.577900
2012-04-07 06:00:00,0.248782,0.625749,0.363550
2012-04-07 07:00:00,0.056218,0.412672,0.110150
2012-04-07 08:00:00,0.009167,0.087470,0.012150
2012-04-07 09:00:00,0.000064,0.000000,0.000025
2012-04-07 10:00:00,0.000000,0.000000,0.000000
2012-04-07 11:00:00,0.000000,0.000000,0.000000
2012-04-07 12:00:00,0.000000,0.000000,0.000000
2012-04-07 13:00:00,0.000000,0.000000,0.000000
2012-04-07 14:00:00,0.000000,0.000000,0.000000
2012-04-07 15:00:00,0.000000,0.000000,0.000000
2012-04-07 16:00:00,0.000000,0.000000,0.000000
2012-04-07 17:00:00,0.000000,0.000000,0.000000
2012-04-07 18:00:00,0.000000,0.000000,0.000000
2012-04-07 19:00:00,0.000000,0.000000,0.000000
2012-04-07 20:00:00,0.000000,0.000000,0.000000
2012-04-07 21:00:00,0.009167,0.002692,0.005350
2012-04-07 22:00:00,0.101410,0.044656,0.026150
2012-04-07 23:00:00,0.314615,0.175202,0.096375
2012-04-08 00:00:00,0.269103,0.174049,0.286625
2012-04-08 01:00:00,0.362821,0.532996,0.480750
2012-04-08 02:00:00,0.396923,0.686032,0.518975
2012-04-08 03:00:00,0.565577,0.555992,0.668800
2012-04-08 04:00:00,0.454295,0.797814,0.610275
2012-04-08 05:00:00,0.442949,0.740607,0.518650
2012-04-08 06:00:00,0.219936,0.598603,0.277325
2012-04-08 07:00:00,0.060321,0.177389,0.090500
2012-04-08 08:00:00,0.011731,0.013563,0.012250
2012-04-08 09:00:00,0.000000,0.000000,0.000025
2012-04-08 10:00:00,0.000000,0.000000,0.000000
2012-04-08 11:00:00,0.000000,0.000000,0.000000
2012-04-08 12:00:00,0.000000,0.000000,0.000000
2012-04-08 13:00:00,0.000000,0.000000,0.000000
2012-04-08 14:00:00,0.000000,0.000000,0.000000
2012-04-08 15:00:00,0.000000,0.000000,0.000000
2012-04-08 16:00:00,0.000000,0.000000,0.000000
2012-04-08 17:00:00,0.000000,0.000000,0.000000
2012-04-08 18:00:00,0.000000,0.000000,0.000000
2012-04-08 19:00:00,0.000000,0.000000,0.000000
2012-04-08 20:00:00,0.000000,0.000000,0.000000
2012-04-08 21:00:00,0.010064,0.005850,0.010650
2012-04-08 22:00:00,0.180962,0.067874,0.332375
2012-04-08 23:00:00,0.650833,0.284130,0.609175
2012-04-09 00:00:00,0.570000,0.492915,0.742900
2012-04-09 01:00:00,0.799679,0.699838,0.830575
2012-04-09 02:00:00,0.772179,0.829777,0.899775
2012-04-09 03:00:00,0.764359,0.850020,0.858100
2012-04-09 04:00:00,0.662564,0.836134,0.757000
2012-04-09 05:00:00,0.220064,0.499231,0.615100
2012-04-09 06:00:00,0.191603,0.324656,0.168825
2012-04-09 07:00:00,0.080192,0.170789,0.075650
2012-04-09 08:00:00,0.009936,0.035162,0.009925
2012-04-09 09:00:00,0.000000,0.000000,0.000000
2012-04-09 10:00:00,0.000000,0.000000,0.000000
2012-04-09 11:00:00,0.000000,0.000000,0.000000
2012-04-09 12:00:00,0.000000,0.000000,0.000000
2012-04-09 13:00:00,0.000000,0.000000,0.000000
2012-04-09 14:00:00,0.000000,0.000000,0.000000
2012-04-09 15:00:00,0.000000,0.000000,0.000000
2012-04-09 16:00:00,0.000000,0.000000,0.000000
2012-04-09 17:00:00,0.000000,0.000000,0.000000
2012-04-09 18:00:00,0.000000,0.000000,0.000000
2012-04-09 19:00:00,0.000000,0.000000,0.000000
2012-04-09 20:00:00,0.000000,0.000000,0.000000
2012-04-09 21:00:00,0.010321,0.005830,0.010200
2012-04-09 22:00:00,0.176474,0.059858,0.335925
2012-04-09 23:00:00,0.680449,0.281802,0.652375
2012-04-10 00:00:00,0.831154,0.511417,0.832275
2012-04-10 01:00:00,0.903974,0.733198,0.847500
2012-04-10 02:00:00,0.846346,0.853502,0.957975
2012-04-10 03:00:00,0.703269,0.900506,0.905675
2012-04-10 04:00:00,0.650064,0.902247,0.770850
2012-04-10 05:00:00,0.492756,0.803968,0.584875
2012-04-10 06:00:00,0.258654,0.703441,0.385800
2012-04-10 07:00:00,0.054167,0.439757,0.121325
2012-04-10 08:00:00,0.008269,0.072652,0.011825
2012-04-10 09:00:00,0.000000,0.000000,0.000000
2012-04-10 10:00:00,0.000000,0.000000,0.000000
2012-04-10 11:00:00,0.000000,0.000000,0.000000
2012-04-10 12:00:00,0.000000,0.000000,0.000000
2012-04-10 13:00:00,0.000000,0.000000,0.000000
2012-04-10 14:00:00,0.000000,0.000000,0.000000
2012-04-10 15:00:00,0.000000,0.000000,0.000000
2012-04-10 16:00:00,0.000000,0.000000,0.000000
2012-04-10 17:00:00,0.000000,0.000000,0.000000
2012-04-10 18:00:00,0.000000,0.000000,0.000000
2012-04-10 19:00:00,0.000000,0.000000,0.000000
2012-04-10 20:00:00,0.000000,0.000000,0.000000
2012-04-10 21:00:00,0.009615,0.004879,0.010525
2012-04-10 22:00:00,0.162244,0.055020,0.324375
2012-04-10 23:00:00,0.664679,0.274514,0.632575
2012-04-11 00:00:00,0.799551,0.522126,0.801800
2012-04-11 01:00:00,0.841474,0.703522,0.891750
2012-04-11 02:00:00,0.822756,0.816579,0.909000
2012-04-11 03:00:00,0.785641,0.861842,0.855200
2012-04-11 04:00:00,0.596538,0.844777,0.748175
2012-04-11 05:00:00,0.495577,0.744595,0.581900
2012-04-11 06:00:00,0.253782,0.585911,0.349850
2012-04-11 07:00:00,0.067051,0.399433,0.101025
2012-04-11 08:00:00,0.009103,0.071700,0.009250
2012-04-11 09:00:00,0.000000,0.000000,0.000000
2012-04-11 10:00:00,0.000000,0.000000,0.000000
2012-04-11 11:00:00,0.000000,0.000000,0.000000
2012-04-11 12:00:00,0.000000,0.000000,0.000000
2012-04-11 13:00:00,0.000000,0.000000,0.000000
2012-04-11 14:00:00,0.000000,0.000000,0.000000
2012-04-11 15:00:00,0.000000,0.000000,0.000000
2012-04-11 16:00:00,0.000000,0.000000,0.000000
2012-04-11 17:00:00,0.000000,0.000000,0.000000
2012-04-11 18:00:00,0.000000,0.000000,0.000000
2012-04-11 19:00:00,0.000000,0.000000,0.000000
2012-04-11 20:00:00,0.000000,0.000000,0.000000
2012-04-11 21:00:00,0.010192,0.005405,0.009200
2012-04-11 22:00:00,0.081026,0.062389,0.317900
2012-04-11 23:00:00,0.448718,0.284089,0.607275
2012-04-12 00:00:00,0.758974,0.506134,0.750850
2012-04-12 01:00:00,0.800256,0.666660,0.824250
2012-04-12 02:00:00,0.794808,0.768907,0.841175
2012-04-12 03:00:00,0.729872,0.813563,0.805475
2012-04-12 04:00:00,0.627500,0.804008,0.711625
2012-04-12 05:00:00,0.453654,0.731700,0.558300
2012-04-12 06:00:00,0.232372,0.602591,0.340750
2012-04-12 07:00:00,0.048654,0.375425,0.095375
2012-04-12 08:00:00,0.007436,0.056518,0.008425
2012-04-12 09:00:00,0.000000,0.000000,0.000000
2012-04-12 10:00:00,0.000000,0.000000,0.000000
2012-04-12 11:00:00,0.000000,0.000000,0.000000
2012-04-12 12:00:00,0.000000,0.000000,0.000000
2012-04-12 13:00:00,0.000000,0.000000,0.000000
2012-04-12 14:00:00,0.000000,0.000000,0.000000
2012-04-12 15:00:00,0.000000,0.000000,0.000000
2012-04-12 16:00:00,0.000000,0.000000,0.000000
2012-04-12 17:00:00,0.000000,0.000000,0.000000
2012-04-12 18:00:00,0.000000,0.000000,0.000000
2012-04-12 19:00:00,0.000000,0.000000,0.000000
2012-04-12 20:00:00,0.000000,0.000000,0.000000
2012-04-12 21:00:00,0.008590,0.004717,0.008475
2012-04-12 22:00:00,0.135769,0.060304,0.296850
2012-04-12 23:00:00,0.627821,0.277024,0.581225
2012-04-13 00:00:00,0.739231,0.493684,0.731300
2012-04-13 01:00:00,0.791538,0.661518,0.822050
2012-04-13 02:00:00,0.791026,0.770344,0.844250
2012-04-13 03:00:00,0.727756,0.821377,0.804425
2012-04-13 04:00:00,0.617179,0.804089,0.710650
2012-04-13 05:00:00,0.430064,0.706113,0.542075
2012-04-13 06:00:00,0.212756,0.507389,0.289050
2012-04-13 07:00:00,0.062628,0.379049,0.117700
2012-04-13 08:00:00,0.006987,0.047409,0.009950
2012-04-13 09:00:00,0.000000,0.000000,0.000000
2012-04-13 10:00:00,0.000000,0.000000,0.000000
2012-04-13 11:00:00,0.000000,0.000000,0.000000
2012-04-13 12:00:00,0.000000,0.000000,0.000000
2012-04-13 13:00:00,0.000000,0.000000,0.000000
2012-04-13 14:00:00,0.000000,0.000000,0.000000
2012-04-13 15:00:00,0.000000,0.000000,0.000000
2012-04-13 16:00:00,0.000000,0.000000,0.000000
2012-04-13 17:00:00,0.000000,0.000000,0.000000
2012-04-13 18:00:00,0.000000,0.000000,0.000000
2012-04-13 19:00:00,0.000000,0.000000,0.000000
2012-04-13 20:00:00,0.000000,0.000000,0.000000
2012-04-13 21:00:00,0.014551,0.009676,0.012725
2012-04-13 22:00:00,0.122628,0.074960,0.093100
2012-04-13 23:00:00,0.312885,0.198947,0.229275
2012-04-14 00:00:00,0.246154,0.250506,0.320850
2012-04-14 01:00:00,0.161090,0.202733,0.301900
2012-04-14 02:00:00,0.309615,0.260547,0.288275
2012-04-14 03:00:00,0.220897,0.244069,0.290125
2012-04-14 04:00:00,0.176987,0.217814,0.258075
2012-04-14 05:00:00,0.129936,0.150304,0.162675
2012-04-14 06:00:00,0.117885,0.110243,0.119275
2012-04-14 07:00:00,0.047179,0.055344,0.050400
2012-04-14 08:00:00,0.005192,0.007490,0.008400
2012-04-14 09:00:00,0.000000,0.000000,0.000000
2012-04-14 10:00:00,0.000000,0.000000,0.000000
2012-04-14 11:00:00,0.000000,0.000000,0.000000
2012-04-14 12:00:00,0.000000,0.000000,0.000000
2012-04-14 13:00:00,0.000000,0.000000,0.000000
2012-04-14 14:00:00,0.000000,0.000000,0.000000
2012-04-14 15:00:00,0.000000,0.000000,0.000000
2012-04-14 16:00:00,0.000000,0.000000,0.000000
2012-04-14 17:00:00,0.000000,0.000000,0.000000
2012-04-14 18:00:00,0.000000,0.000000,0.000000
2012-04-14 19:00:00,0.000000,0.000000,0.000000
2012-04-14 20:00:00,0.000000,0.000000,0.000000
2012-04-14 21:00:00,0.011731,0.005364,0.010050
2012-04-14 22:00:00,0.211218,0.064474,0.236575
2012-04-14 23:00:00,0.576346,0.257045,0.512075
2012-04-15 00:00:00,0.700128,0.480850,0.713425
2012-04-15 01:00:00,0.767115,0.632085,0.746350
2012-04-15 02:00:00,0.772885,0.734109,0.773925
2012-04-15 03:00:00,0.683782,0.683563,0.725800
2012-04-15 04:00:00,0.371731,0.512672,0.672850
2012-04-15 05:00:00,0.333910,0.597470,0.567425
2012-04-15 06:00:00,0.141603,0.253279,0.245850
2012-04-15 07:00:00,0.071667,0.142794,0.102200
2012-04-15 08:00:00,0.010513,0.032368,0.013925
2012-04-15 09:00:00,0.000000,0.000000,0.000000
2012-04-15 10:00:00,0.000000,0.000000,0.000000
2012-04-15 11:00:00,0.000000,0.000000,0.000000
2012-04-15 12:00:00,0.000000,0.000000,0.000000
2012-04-15 13:00:00,0.000000,0.000000,0.000000
2012-04-15 14:00:00,0.000000,0.000000,0.000000
2012-04-15 15:00:00,0.000000,0.000000,0.000000
2012-04-15 16:00:00,0.000000,0.000000,0.000000
2012-04-15 17:00:00,0.000000,0.000000,0.000000
2012-04-15 18:00:00,0.000000,0.000000,0.000000
2012-04-15 19:00:00,0.000000,0.000000,0.000000
2012-04-15 20:00:00,0.000000,0.000000,0.000000
2012-04-15 21:00:00,0.008141,0.003644,0.008475
2012-04-15 22:00:00,0.112885,0.061741,0.243875
2012-04-15 23:00:00,0.606795,0.250850,0.534125
2012-04-16 00:00:00,0.705385,0.458664,0.681975
2012-04-16 01:00:00,0.760192,0.627571,0.768050
2012-04-16 02:00:00,0.748526,0.718239,0.800725
2012-04-16 03:00:00,0.696346,0.754089,0.771600
2012-04-16 04:00:00,0.601154,0.780891,0.688675
2012-04-16 05:00:00,0.440256,0.716174,0.518575
2012-04-16 06:00:00,0.232756,0.573684,0.346950
2012-04-16 07:00:00,0.056474,0.333603,0.105350
2012-04-16 08:00:00,0.005897,0.031174,0.007000
2012-04-16 09:00:00,0.000000,0.000000,0.000000
2012-04-16 10:00:00,0.000000,0.000000,0.000000
2012-04-16 11:00:00,0.000000,0.000000,0.000000
2012-04-16 12:00:00,0.000000,0.000000,0.000000
2012-04-16 13:00:00,0.000000,0.000000,0.000000
2012-04-16 14:00:00,0.000000,0.000000,0.000000
2012-04-16 15:00:00,0.000000,0.000000,0.000000
2012-04-16 16:00:00,0.000000,0.000000,0.000000
2012-04-16 17:00:00,0.000000,0.000000,0.000000
2012-04-16 18:00:00,0.000000,0.000000,0.000000
2012-04-16 19:00:00,0.000000,0.000000,0.000000
2012-04-16 20:00:00,0.000000,0.000000,0.000000
2012-04-16 21:00:00,0.009679,0.003583,0.007725
2012-04-16 22:00:00,0.196410,0.058016,0.264150
2012-04-16 23:00:00,0.605000,0.260304,0.595175
2012-04-17 00:00:00,0.746859,0.497247,0.759900
2012-04-17 01:00:00,0.805000,0.669798,0.831125
2012-04-17 02:00:00,0.803462,0.769109,0.797025
2012-04-17 03:00:00,0.584423,0.742166,0.644050
2012-04-17 04:00:00,0.339231,0.430526,0.307325
2012-04-17 05:00:00,0.214551,0.353036,0.217000
2012-04-17 06:00:00,0.151090,0.233441,0.142250
2012-04-17 07:00:00,0.063205,0.161194,0.062125
2012-04-17 08:00:00,0.005705,0.018381,0.008925
2012-04-17 09:00:00,0.000000,0.000000,0.000000
2012-04-17 10:00:00,0.000000,0.000000,0.000000
2012-04-17 11:00:00,0.000000,0.000000,0.000000
2012-04-17 12:00:00,0.000000,0.000000,0.000000
2012-04-17 13:00:00,0.000000,0.000000,0.000000
2012-04-17 14:00:00,0.000000,0.000000,0.000000
2012-04-17 15:00:00,0.000000,0.000000,0.000000
2012-04-17 16:00:00,0.000000,0.000000,0.000000
2012-04-17 17:00:00,0.000000,0.000000,0.000000
2012-04-17 18:00:00,0.000000,0.000000,0.000000
2012-04-17 19:00:00,0.000000,0.000000,0.000000
2012-04-17 20:00:00,0.000000,0.000000,0.000000
2012-04-17 21:00:00,0.001859,0.000000,0.002750
2012-04-17 22:00:00,0.045962,0.038178,0.044975
2012-04-17 23:00:00,0.084872,0.080385,0.180550
2012-04-18 00:00:00,0.321346,0.250951,0.159550
2012-04-18 01:00:00,0.343910,0.381883,0.370275
2012-04-18 02:00:00,0.341026,0.394494,0.386025
2012-04-18 03:00:00,0.306026,0.419008,0.593150
2012-04-18 04:00:00,0.150256,0.123482,0.137400
2012-04-18 05:00:00,0.167885,0.134170,0.142775
2012-04-18 06:00:00,0.065321,0.122733,0.104000
2012-04-18 07:00:00,0.013974,0.018158,0.023250
2012-04-18 08:00:00,0.001218,0.000506,0.001000
2012-04-18 09:00:00,0.000000,0.000000,0.000000
2012-04-18 10:00:00,0.000000,0.000000,0.000000
2012-04-18 11:00:00,0.000000,0.000000,0.000000
2012-04-18 12:00:00,0.000000,0.000000,0.000000
2012-04-18 13:00:00,0.000000,0.000000,0.000000
2012-04-18 14:00:00,0.000000,0.000000,0.000000
2012-04-18 15:00:00,0.000000,0.000000,0.000000
2012-04-18 16:00:00,0.000000,0.000000,0.000000
2012-04-18 17:00:00,0.000000,0.000000,0.000000
2012-04-18 18:00:00,0.000000,0.000000,0.000000
2012-04-18 19:00:00,0.000000,0.000000,0.000000
2012-04-18 20:00:00,0.000000,0.000000,0.000000
2012-04-18 21:00:00,0.001987,0.001134,0.001025
2012-04-18 22:00:00,0.032051,0.024190,0.022900
2012-04-18 23:00:00,0.106538,0.133158,0.123675
2012-04-19 00:00:00,0.137500,0.115324,0.095000
2012-04-19 01:00:00,0.167756,0.309534,0.202800
2012-04-19 02:00:00,0.576410,0.499150,0.513600
2012-04-19 03:00:00,0.495641,0.459656,0.536150
2012-04-19 04:00:00,0.481987,0.521397,0.538825
2012-04-19 05:00:00,0.221346,0.197794,0.412050
2012-04-19 06:00:00,0.072436,0.084595,0.212075
2012-04-19 07:00:00,0.028782,0.065972,0.035025
2012-04-19 08:00:00,0.000449,0.000870,0.002900
2012-04-19 09:00:00,0.000000,0.000000,0.000000
2012-04-19 10:00:00,0.000000,0.000000,0.000000
2012-04-19 11:00:00,0.000000,0.000000,0.000000
2012-04-19 12:00:00,0.000000,0.000000,0.000000
2012-04-19 13:00:00,0.000000,0.000000,0.000000
2012-04-19 14:00:00,0.000000,0.000000,0.000000
2012-04-19 15:00:00,0.000000,0.000000,0.000000
2012-04-19 16:00:00,0.000000,0.000000,0.000000
2012-04-19 17:00:00,0.000000,0.000000,0.000000
2012-04-19 18:00:00,0.000000,0.000000,0.000000
2012-04-19 19:00:00,0.000000,0.000000,0.000000
2012-04-19 20:00:00,0.000000,0.000000,0.000000
2012-04-19 21:00:00,0.002628,0.002409,0.004100
2012-04-19 22:00:00,0.044936,0.051741,0.242475
2012-04-19 23:00:00,0.107949,0.254231,0.545125
2012-04-20 00:00:00,0.213974,0.416579,0.544600
2012-04-20 01:00:00,0.280192,0.374049,0.618025
2012-04-20 02:00:00,0.367756,0.334433,0.348850
2012-04-20 03:00:00,0.304167,0.288806,0.312000
2012-04-20 04:00:00,0.217756,0.305931,0.265400
2012-04-20 05:00:00,0.211538,0.182105,0.186225
2012-04-20 06:00:00,0.104103,0.079555,0.085250
2012-04-20 07:00:00,0.035321,0.055749,0.043150
2012-04-20 08:00:00,0.003590,0.003988,0.003375
2012-04-20 09:00:00,0.000000,0.000000,0.000000
2012-04-20 10:00:00,0.000000,0.000000,0.000000
2012-04-20 11:00:00,0.000000,0.000000,0.000000
2012-04-20 12:00:00,0.000000,0.000000,0.000000
2012-04-20 13:00:00,0.000000,0.000000,0.000000
2012-04-20 14:00:00,0.000000,0.000000,0.000000
2012-04-20 15:00:00,0.000000,0.000000,0.000000
2012-04-20 16:00:00,0.000000,0.000000,0.000000
2012-04-20 17:00:00,0.000000,0.000000,0.000000
2012-04-20 18:00:00,0.000000,0.000000,0.000000
2012-04-20 19:00:00,0.000000,0.000000,0.000000
2012-04-20 20:00:00,0.000000,0.000000,0.000000
2012-04-20 21:00:00,0.001859,0.001174,0.002200
2012-04-20 22:00:00,0.080449,0.053320,0.226000
2012-04-20 23:00:00,0.279615,0.247227,0.537325
2012-04-21 00:00:00,0.673974,0.458583,0.686575
2012-04-21 01:00:00,0.748590,0.614656,0.671775
2012-04-21 02:00:00,0.319936,0.639069,0.318900
2012-04-21 03:00:00,0.078462,0.366174,0.252800
2012-04-21 04:00:00,0.155321,0.343543,0.212600
2012-04-21 05:00:00,0.146026,0.489879,0.234100
2012-04-21 06:00:00,0.126410,0.213401,0.097350
2012-04-21 07:00:00,0.034936,0.123198,0.046400
2012-04-21 08:00:00,0.003718,0.009474,0.004325
2012-04-21 09:00:00,0.000000,0.000000,0.000000
2012-04-21 10:00:00,0.000000,0.000000,0.000000
2012-04-21 11:00:00,0.000000,0.000000,0.000000
2012-04-21 12:00:00,0.000000,0.000000,0.000000
2012-04-21 13:00:00,0.000000,0.000000,0.000000
2012-04-21 14:00:00,0.000000,0.000000,0.000000
2012-04-21 15:00:00,0.000000,0.000000,0.000000
2012-04-21 16:00:00,0.000000,0.000000,0.000000
2012-04-21 17:00:00,0.000000,0.000000,0.000000
2012-04-21 18:00:00,0.000000,0.000000,0.000000
2012-04-21 19:00:00,0.000000,0.000000,0.000000
